Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Timor-Leste,23-01-2020,171182,918,522,170660,South-East Asia
Belize,23-01-2020,184685,1574,654,184031,Americas
Laos,23-01-2020,328071,1427,710,327361,Western Pacific
Libya,23-01-2020,332632,2034,727,331905,Eastern Mediterranean
West Bank and Gaza,23-01-2020,382266,71,1056,381210,Eastern Mediterranean
Guinea-Bissau,23-01-2020,293679,1056,239,293440,Africa
Mali,23-01-2020,122583,431,651,121932,Africa
Saint Kitts and Nevis,23-01-2020,435521,1310,973,434548,Americas
Canada,23-01-2020,199534,675,318,199216,Americas
Canada,23-01-2020,332410,1218,276,332134,Americas
Kosovo,23-01-2020,404731,848,266,404465,Europe
Burma,23-01-2020,148234,2254,465,147769,South-East Asia
United Kingdom,23-01-2020,63159,1491,1029,62130,Europe
United Kingdom,23-01-2020,290799,1933,197,290602,Europe
United Kingdom,23-01-2020,79672,1981,205,79467,Europe
Botswana,23-01-2020,121455,359,766,120689,Africa
Burundi,23-01-2020,187502,1013,1062,186440,Africa
Sierra Leone,23-01-2020,177024,638,982,176042,Africa
Malawi,23-01-2020,246665,1705,212,246453,Africa
United Kingdom,23-01-2020,18407,2104,1079,17328,Europe
France,23-01-2020,361642,504,505,361137,Europe
South Sudan,23-01-2020,422040,1120,360,421680,Africa
Western Sahara,23-01-2020,181008,1611,108,180900,Africa
Sao Tome and Principe,23-01-2020,224416,1661,948,223468,Africa
Yemen,23-01-2020,152496,2382,952,151544,Eastern Mediterranean
Comoros,23-01-2020,237747,287,143,237604,Africa
Tajikistan,23-01-2020,410886,1960,544,410342,Europe
Lesotho,23-01-2020,284680,2455,292,284388,Africa
Afghanistan,24-01-2020,121179,2053,1010,120169,Eastern Mediterranean
Albania,24-01-2020,281734,1714,1241,280493,Europe
Algeria,24-01-2020,210381,1627,1182,209199,Africa
Andorra,24-01-2020,287824,384,701,287123,Europe
Angola,24-01-2020,149630,1811,549,149081,Africa
Antigua and Barbuda,24-01-2020,198673,2048,794,197879,Americas
Argentina,24-01-2020,312269,1549,76,312193,Americas
Armenia,24-01-2020,409696,1551,117,409579,Europe
Australia,24-01-2020,391053,1660,1214,389839,Western Pacific
Australia,24-01-2020,236245,938,751,235494,Western Pacific
Australia,24-01-2020,418018,1346,394,417624,Western Pacific
Australia,24-01-2020,273333,2,824,272509,Western Pacific
Australia,24-01-2020,60525,760,469,60056,Western Pacific
Australia,24-01-2020,60438,2114,1029,59409,Western Pacific
Australia,24-01-2020,123618,1405,283,123335,Western Pacific
Australia,24-01-2020,24753,1703,1246,23507,Western Pacific
Austria,24-01-2020,394709,2488,548,394161,Europe
Azerbaijan,24-01-2020,404309,1510,1245,403064,Europe
Bahamas,24-01-2020,433454,402,942,432512,Americas
Bahrain,24-01-2020,35272,1608,129,35143,Eastern Mediterranean
Bangladesh,24-01-2020,169280,2220,636,168644,South-East Asia
Barbados,24-01-2020,158775,1886,543,158232,Americas
Belarus,24-01-2020,222592,1699,277,222315,Europe
Belgium,24-01-2020,424980,1232,821,424159,Europe
Benin,24-01-2020,185782,1832,66,185716,Africa
Bhutan,24-01-2020,305925,762,127,305798,South-East Asia
Bolivia,24-01-2020,308460,1018,993,307467,Americas
Bosnia and Herzegovina,24-01-2020,396453,1187,647,395806,Europe
Brazil,24-01-2020,134882,1067,1238,133644,Americas
Brunei,24-01-2020,373846,1505,933,372913,Western Pacific
Bulgaria,24-01-2020,215828,1494,620,215208,Europe
Burkina Faso,24-01-2020,114303,2004,769,113534,Africa
Cabo Verde,24-01-2020,300151,1920,44,300107,Africa
Cambodia,24-01-2020,221877,282,1016,220861,Western Pacific
Cameroon,24-01-2020,251884,1038,718,251166,Africa
Canada,24-01-2020,238896,380,666,238230,Americas
Canada,24-01-2020,165907,816,931,164976,Americas
Canada,24-01-2020,308919,1206,995,307924,Americas
Canada,24-01-2020,26366,868,617,25749,Americas
Canada,24-01-2020,35949,1373,1104,34845,Americas
Canada,24-01-2020,209369,2282,433,208936,Americas
Canada,24-01-2020,285207,768,373,284834,Americas
Canada,24-01-2020,301770,1111,915,300855,Americas
Canada,24-01-2020,104641,1850,1128,103513,Americas
Canada,24-01-2020,36150,1184,344,35806,Americas
Central African Republic,24-01-2020,258083,2041,563,257520,Africa
Chad,24-01-2020,135781,934,1061,134720,Africa
Chile,24-01-2020,315909,1108,584,315325,Americas
China,24-01-2020,44581,2004,700,43881,Western Pacific
China,24-01-2020,388570,1422,716,387854,Western Pacific
China,24-01-2020,346505,1789,753,345752,Western Pacific
China,24-01-2020,217616,1207,766,216850,Western Pacific
China,24-01-2020,178584,2295,337,178247,Western Pacific
China,24-01-2020,303865,1492,1107,302758,Western Pacific
China,24-01-2020,149299,1923,665,148634,Western Pacific
China,24-01-2020,369125,1443,651,368474,Western Pacific
China,24-01-2020,207275,441,477,206798,Western Pacific
China,24-01-2020,10640,839,996,9644,Western Pacific
China,24-01-2020,71213,351,838,70375,Western Pacific
China,24-01-2020,123075,1882,865,122210,Western Pacific
China,24-01-2020,314626,247,480,314146,Western Pacific
China,24-01-2020,29588,2491,200,29388,Western Pacific
China,24-01-2020,82521,1610,905,81616,Western Pacific
China,24-01-2020,89363,1857,261,89102,Western Pacific
China,24-01-2020,334820,2056,178,334642,Western Pacific
China,24-01-2020,17978,507,1116,16862,Western Pacific
China,24-01-2020,25119,1713,144,24975,Western Pacific
China,24-01-2020,114685,1820,1134,113551,Western Pacific
China,24-01-2020,184159,2226,825,183334,Western Pacific
China,24-01-2020,264428,798,597,263831,Western Pacific
China,24-01-2020,68824,520,804,68020,Western Pacific
China,24-01-2020,319740,788,701,319039,Western Pacific
China,24-01-2020,341425,1511,717,340708,Western Pacific
China,24-01-2020,232609,2015,428,232181,Western Pacific
China,24-01-2020,355576,252,401,355175,Western Pacific
China,24-01-2020,332379,1187,840,331539,Western Pacific
China,24-01-2020,102639,467,759,101880,Western Pacific
China,24-01-2020,18231,642,898,17333,Western Pacific
China,24-01-2020,63689,2130,1034,62655,Western Pacific
China,24-01-2020,181899,1079,120,181779,Western Pacific
China,24-01-2020,255386,2245,71,255315,Western Pacific
Colombia,24-01-2020,310734,1106,467,310267,Americas
Congo (Brazzaville),24-01-2020,148257,50,293,147964,Africa
Congo (Kinshasa),24-01-2020,365055,63,133,364922,Africa
Costa Rica,24-01-2020,441459,268,864,440595,Americas
Cote d'Ivoire,24-01-2020,79316,114,288,79028,Africa
Croatia,24-01-2020,248019,1766,437,247582,Europe
Cuba,24-01-2020,356953,757,1160,355793,Americas
Cyprus,24-01-2020,25375,2401,1080,24295,Europe
Czechia,24-01-2020,340789,1812,1210,339579,Europe
Denmark,24-01-2020,306122,1884,1035,305087,Europe
Greenland,24-01-2020,430722,1119,1080,429642,Europe
Denmark,24-01-2020,345063,310,747,344316,Europe
Djibouti,24-01-2020,163140,553,991,162149,Eastern Mediterranean
Dominican Republic,24-01-2020,263695,2280,741,262954,Americas
Ecuador,24-01-2020,33369,1303,157,33212,Americas
Egypt,24-01-2020,387822,874,717,387105,Eastern Mediterranean
El Salvador,24-01-2020,99800,697,987,98813,Americas
Equatorial Guinea,24-01-2020,266454,554,183,266271,Africa
Eritrea,24-01-2020,137318,2066,306,137012,Africa
Estonia,24-01-2020,122807,992,1081,121726,Europe
Eswatini,24-01-2020,146426,852,539,145887,Africa
Ethiopia,24-01-2020,161293,2272,170,161123,Africa
Fiji,24-01-2020,382680,512,432,382248,Western Pacific
Finland,24-01-2020,301294,2109,418,300876,Europe
France,24-01-2020,312308,39,1220,311088,Europe
France,24-01-2020,435005,2326,719,434286,Europe
France,24-01-2020,197299,1884,1033,196266,Europe
France,24-01-2020,306974,1231,661,306313,Europe
France,24-01-2020,306930,257,1232,305698,Europe
France,24-01-2020,448656,386,170,448486,Europe
France,24-01-2020,18472,1142,811,17661,Europe
France,24-01-2020,333380,455,119,333261,Europe
France,24-01-2020,200568,1381,608,199960,Europe
France,24-01-2020,137188,2166,944,136244,Europe
Gabon,24-01-2020,437723,2211,110,437613,Africa
Gambia,24-01-2020,110117,1202,987,109130,Africa
Georgia,24-01-2020,334613,253,231,334382,Europe
Germany,24-01-2020,23772,1138,4,23768,Europe
Ghana,24-01-2020,34573,1442,945,33628,Africa
Greece,24-01-2020,258206,535,311,257895,Europe
Guatemala,24-01-2020,89230,1221,1057,88173,Americas
Guinea,24-01-2020,297132,1666,304,296828,Africa
Guyana,24-01-2020,324799,485,333,324466,Americas
Haiti,24-01-2020,254983,1191,340,254643,Americas
Holy See,24-01-2020,280923,275,624,280299,Europe
Honduras,24-01-2020,380083,2107,509,379574,Americas
Hungary,24-01-2020,211085,1977,517,210568,Europe
Iceland,24-01-2020,416761,722,409,416352,Europe
India,24-01-2020,436937,1315,374,436563,South-East Asia
Indonesia,24-01-2020,226584,7,789,225795,South-East Asia
Iran,24-01-2020,152521,1070,1175,151346,Eastern Mediterranean
Iraq,24-01-2020,16191,156,692,15499,Eastern Mediterranean
Ireland,24-01-2020,154947,1229,407,154540,Europe
Israel,24-01-2020,133166,402,784,132382,Europe
Italy,24-01-2020,141457,1347,189,141268,Europe
Jamaica,24-01-2020,449530,1769,304,449226,Americas
Japan,24-01-2020,322261,62,552,321709,Western Pacific
Jordan,24-01-2020,280302,1413,1023,279279,Eastern Mediterranean
Kazakhstan,24-01-2020,19025,2090,694,18331,Europe
Kenya,24-01-2020,94110,88,793,93317,Africa
South Korea,24-01-2020,192957,1481,1064,191893,Western Pacific
Kuwait,24-01-2020,424660,506,18,424642,Eastern Mediterranean
Kyrgyzstan,24-01-2020,204019,1802,1245,202774,Europe
Latvia,24-01-2020,188344,634,1115,187229,Europe
Lebanon,24-01-2020,199779,2176,800,198979,Eastern Mediterranean
Liberia,24-01-2020,93292,2484,250,93042,Africa
Liechtenstein,24-01-2020,96159,654,952,95207,Europe
Lithuania,24-01-2020,14419,2149,151,14268,Europe
Luxembourg,24-01-2020,186611,129,150,186461,Europe
Madagascar,24-01-2020,156247,588,764,155483,Africa
Malaysia,24-01-2020,434642,1238,236,434406,Western Pacific
Maldives,24-01-2020,359585,358,1004,358581,South-East Asia
Malta,24-01-2020,302390,2396,597,301793,Europe
Mauritania,24-01-2020,156285,1165,573,155712,Africa
Mauritius,24-01-2020,94226,532,879,93347,Africa
Mexico,24-01-2020,304247,1000,658,303589,Americas
Moldova,24-01-2020,169960,269,1044,168916,Europe
Monaco,24-01-2020,165128,1933,312,164816,Europe
Mongolia,24-01-2020,95386,1801,822,94564,Western Pacific
Montenegro,24-01-2020,245319,1456,208,245111,Europe
Morocco,24-01-2020,438545,1674,600,437945,Eastern Mediterranean
Namibia,24-01-2020,260314,1020,953,259361,Africa
Nepal,24-01-2020,444066,253,1080,442986,South-East Asia
Netherlands,24-01-2020,311404,902,419,310985,Europe
Netherlands,24-01-2020,109923,212,1097,108826,Europe
Netherlands,24-01-2020,340709,2147,133,340576,Europe
Netherlands,24-01-2020,73953,2010,138,73815,Europe
New Zealand,24-01-2020,324640,1168,82,324558,Western Pacific
Nicaragua,24-01-2020,440049,569,1021,439028,Americas
Niger,24-01-2020,437467,369,1178,436289,Africa
Nigeria,24-01-2020,355253,585,593,354660,Africa
North Macedonia,24-01-2020,249780,882,137,249643,Europe
Norway,24-01-2020,99383,1852,555,98828,Europe
Oman,24-01-2020,318167,468,998,317169,Eastern Mediterranean
Pakistan,24-01-2020,56871,1449,1146,55725,Eastern Mediterranean
Panama,24-01-2020,370190,1039,955,369235,Americas
Papua New Guinea,24-01-2020,302523,1857,78,302445,Western Pacific
Paraguay,24-01-2020,333702,155,1244,332458,Americas
Peru,24-01-2020,217484,37,147,217337,Americas
Philippines,24-01-2020,180007,638,449,179558,Western Pacific
Poland,24-01-2020,165062,985,281,164781,Europe
Portugal,24-01-2020,325328,2050,1052,324276,Europe
Qatar,24-01-2020,52686,1452,175,52511,Eastern Mediterranean
Romania,24-01-2020,306537,2395,162,306375,Europe
Russia,24-01-2020,229963,795,597,229366,Europe
Rwanda,24-01-2020,414116,1343,678,413438,Africa
Saint Lucia,24-01-2020,258102,2216,107,257995,Americas
Saint Vincent and the Grenadines,24-01-2020,166674,1768,1129,165545,Americas
San Marino,24-01-2020,91115,9,768,90347,Europe
Saudi Arabia,24-01-2020,416127,904,339,415788,Eastern Mediterranean
Senegal,24-01-2020,176366,589,995,175371,Africa
Serbia,24-01-2020,89580,1254,118,89462,Europe
Seychelles,24-01-2020,272669,797,932,271737,Africa
Singapore,24-01-2020,365342,106,71,365271,Western Pacific
Slovakia,24-01-2020,73365,1478,251,73114,Europe
Slovenia,24-01-2020,394086,1784,425,393661,Europe
Somalia,24-01-2020,380406,1606,1006,379400,Eastern Mediterranean
South Africa,24-01-2020,306890,1824,315,306575,Africa
Spain,24-01-2020,84369,1100,566,83803,Europe
Sri Lanka,24-01-2020,405120,1741,876,404244,South-East Asia
Sudan,24-01-2020,110328,719,791,109537,Eastern Mediterranean
Suriname,24-01-2020,30021,760,1068,28953,Americas
Sweden,24-01-2020,449034,888,531,448503,Europe
Switzerland,24-01-2020,213774,161,635,213139,Europe
Taiwan*,24-01-2020,361383,2292,573,360810,Western Pacific
Tanzania,24-01-2020,180937,566,1117,179820,Africa
Thailand,24-01-2020,13128,1223,555,12573,South-East Asia
Togo,24-01-2020,182560,244,922,181638,Africa
Trinidad and Tobago,24-01-2020,205038,1723,930,204108,Americas
Tunisia,24-01-2020,119399,1713,216,119183,Eastern Mediterranean
Turkey,24-01-2020,236645,233,1209,235436,Europe
Uganda,24-01-2020,15903,1511,978,14925,Africa
Ukraine,24-01-2020,108368,1544,349,108019,Europe
United Arab Emirates,24-01-2020,123781,1158,1007,122774,Eastern Mediterranean
United Kingdom,24-01-2020,13385,528,815,12570,Europe
United Kingdom,24-01-2020,396213,1013,1080,395133,Europe
United Kingdom,24-01-2020,235983,1142,638,235345,Europe
United Kingdom,24-01-2020,115966,1352,2,115964,Europe
United Kingdom,24-01-2020,415687,1269,107,415580,Europe
United Kingdom,24-01-2020,315193,172,71,315122,Europe
United Kingdom,24-01-2020,325244,201,1146,324098,Europe
Uruguay,24-01-2020,272387,412,831,271556,Americas
US,24-01-2020,223594,1424,492,223102,Americas
Uzbekistan,24-01-2020,14530,998,622,13908,Europe
Venezuela,24-01-2020,279007,1110,994,278013,Americas
Vietnam,24-01-2020,446710,499,1009,445701,Western Pacific
Zambia,24-01-2020,304303,810,192,304111,Africa
Zimbabwe,24-01-2020,217957,1778,427,217530,Africa
Dominica,24-01-2020,422299,450,1084,421215,Americas
Grenada,24-01-2020,409333,761,345,408988,Americas
Mozambique,24-01-2020,324582,1146,829,323753,Africa
Syria,24-01-2020,189496,965,75,189421,Eastern Mediterranean
Timor-Leste,24-01-2020,265812,1146,181,265631,South-East Asia
Belize,24-01-2020,196063,1168,272,195791,Americas
Laos,24-01-2020,54506,631,1186,53320,Western Pacific
Libya,24-01-2020,399122,2287,178,398944,Eastern Mediterranean
West Bank and Gaza,24-01-2020,282883,514,818,282065,Eastern Mediterranean
Guinea-Bissau,24-01-2020,207335,2096,1202,206133,Africa
Mali,24-01-2020,23903,2262,584,23319,Africa
Saint Kitts and Nevis,24-01-2020,306139,2130,215,305924,Americas
Canada,24-01-2020,112723,860,483,112240,Americas
Canada,24-01-2020,202943,1375,604,202339,Americas
Kosovo,24-01-2020,13574,2020,784,12790,Europe
Burma,24-01-2020,284990,1117,535,284455,South-East Asia
United Kingdom,24-01-2020,13315,2292,1143,12172,Europe
United Kingdom,24-01-2020,371812,2384,32,371780,Europe
United Kingdom,24-01-2020,401728,1163,773,400955,Europe
Botswana,24-01-2020,157716,416,344,157372,Africa
Burundi,24-01-2020,238706,387,1010,237696,Africa
Sierra Leone,24-01-2020,349781,1481,1068,348713,Africa
Malawi,24-01-2020,204916,2092,1165,203751,Africa
United Kingdom,24-01-2020,120857,2232,994,119863,Europe
France,24-01-2020,393348,1349,1065,392283,Europe
South Sudan,24-01-2020,292662,2062,745,291917,Africa
Western Sahara,24-01-2020,427513,1118,768,426745,Africa
Sao Tome and Principe,24-01-2020,37341,2041,1185,36156,Africa
Yemen,24-01-2020,411103,432,783,410320,Eastern Mediterranean
Comoros,24-01-2020,49616,343,450,49166,Africa
Tajikistan,24-01-2020,355492,1367,675,354817,Europe
Lesotho,24-01-2020,85743,646,971,84772,Africa
Afghanistan,25-01-2020,262220,716,764,261456,Eastern Mediterranean
Albania,25-01-2020,283499,2040,615,282884,Europe
Algeria,25-01-2020,437984,821,782,437202,Africa
Andorra,25-01-2020,208558,631,701,207857,Europe
Angola,25-01-2020,294090,2320,1164,292926,Africa
Antigua and Barbuda,25-01-2020,370194,2381,361,369833,Americas
Argentina,25-01-2020,15374,1665,252,15122,Americas
Armenia,25-01-2020,64076,1199,210,63866,Europe
Australia,25-01-2020,407743,1222,40,407703,Western Pacific
Australia,25-01-2020,147652,858,622,147030,Western Pacific
Australia,25-01-2020,140867,1331,371,140496,Western Pacific
Australia,25-01-2020,245687,181,1157,244530,Western Pacific
Australia,25-01-2020,152531,1869,1102,151429,Western Pacific
Australia,25-01-2020,87579,708,296,87283,Western Pacific
Australia,25-01-2020,418956,1595,494,418462,Western Pacific
Australia,25-01-2020,77603,613,908,76695,Western Pacific
Austria,25-01-2020,175600,1733,607,174993,Europe
Azerbaijan,25-01-2020,31664,1222,402,31262,Europe
Bahamas,25-01-2020,37549,2136,879,36670,Americas
Bahrain,25-01-2020,207319,1390,736,206583,Eastern Mediterranean
Bangladesh,25-01-2020,77725,1222,1145,76580,South-East Asia
Barbados,25-01-2020,226901,531,618,226283,Americas
Belarus,25-01-2020,294177,356,356,293821,Europe
Belgium,25-01-2020,39082,1182,235,38847,Europe
Benin,25-01-2020,290349,1702,501,289848,Africa
Bhutan,25-01-2020,42513,1992,1182,41331,South-East Asia
Bolivia,25-01-2020,208716,21,1055,207661,Americas
Bosnia and Herzegovina,25-01-2020,77685,643,341,77344,Europe
Brazil,25-01-2020,258842,289,894,257948,Americas
Brunei,25-01-2020,173036,593,631,172405,Western Pacific
Bulgaria,25-01-2020,127399,1185,402,126997,Europe
Burkina Faso,25-01-2020,280324,390,745,279579,Africa
Cabo Verde,25-01-2020,212034,891,272,211762,Africa
Cambodia,25-01-2020,148965,2052,33,148932,Western Pacific
Cameroon,25-01-2020,304506,636,372,304134,Africa
Canada,25-01-2020,188018,2238,1002,187016,Americas
Canada,25-01-2020,78962,939,72,78890,Americas
Canada,25-01-2020,309422,2241,740,308682,Americas
Canada,25-01-2020,56583,14,1209,55374,Americas
Canada,25-01-2020,421612,1234,1014,420598,Americas
Canada,25-01-2020,219671,388,814,218857,Americas
Canada,25-01-2020,273295,396,681,272614,Americas
Canada,25-01-2020,330214,2322,618,329596,Americas
Canada,25-01-2020,296955,900,944,296011,Americas
Canada,25-01-2020,364915,632,669,364246,Americas
Central African Republic,25-01-2020,195954,2363,790,195164,Africa
Chad,25-01-2020,9622,1913,858,8764,Africa
Chile,25-01-2020,413939,749,846,413093,Americas
China,25-01-2020,280168,1307,1052,279116,Western Pacific
China,25-01-2020,319117,407,918,318199,Western Pacific
China,25-01-2020,62396,1643,1040,61356,Western Pacific
China,25-01-2020,328995,656,566,328429,Western Pacific
China,25-01-2020,375438,376,776,374662,Western Pacific
China,25-01-2020,361271,243,1070,360201,Western Pacific
China,25-01-2020,404497,2147,865,403632,Western Pacific
China,25-01-2020,130399,1817,461,129938,Western Pacific
China,25-01-2020,433271,569,582,432689,Western Pacific
China,25-01-2020,316103,1046,379,315724,Western Pacific
China,25-01-2020,70353,1106,1139,69214,Western Pacific
China,25-01-2020,270004,39,591,269413,Western Pacific
China,25-01-2020,222174,2297,246,221928,Western Pacific
China,25-01-2020,108639,1823,114,108525,Western Pacific
